"variant","af","filter.pvalue","lrt.pvalue","beta","beta.std.err","variant_h2","notes","cluster_variants","p_adj_BH","p_adj_bonferroni","rejected_BH_005","rejected_bonferroni_005","rejected_BH_010","rejected_bonferroni_010"
"K00569",0.325,0,0.94,-0.0107,0.141,0.00536,NA,"K00569",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K08289",0.522,0,0.0193,0.379,0.161,0.164,NA,"K08289",0.292833636363636,1,FALSE,FALSE,FALSE,FALSE
"K01489",0.719,0,0.0189,0.393,0.166,0.165,NA,"K01489",0.290283128834356,1,FALSE,FALSE,FALSE,FALSE
"K06518",0.611,0,0.969,-0.00444,0.115,0.00272,NA,"K06518",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K01141",0.507,0,0.203,-0.28,0.22,0.0896,NA,"K01141",0.771184370257967,1,FALSE,FALSE,FALSE,FALSE
"K15537",0.409,0,0.257,-0.0965,0.0849,0.0799,NA,"K15537",0.809307547169811,1,FALSE,FALSE,FALSE,FALSE
"K09912",0.429,0,0.971,0.007,0.192,0.00258,NA,"K09912",0.995256441717791,1,FALSE,FALSE,FALSE,FALSE
"K06956",0.571,0,0.743,-0.0408,0.124,0.0232,NA,"K06956",0.975729793356003,1,FALSE,FALSE,FALSE,FALSE
"K17290",0.64,0,0.574,0.0525,0.0932,0.0397,NA,"K17290",0.950486959392539,1,FALSE,FALSE,FALSE,FALSE
"K00768",0.562,0,0.000194,0.439,0.116,0.259,NA,"K00768",0.0255620526315789,0.971358,TRUE,FALSE,TRUE,FALSE
"K02233",0.567,0,0.00092,0.388,0.115,0.231,NA,"K02233",0.0648852328767123,1,FALSE,FALSE,TRUE,FALSE
"K02231",0.557,0,0.00019,0.484,0.127,0.259,NA,"K02231",0.0255620526315789,0.95133,TRUE,FALSE,TRUE,FALSE
"K08602",0.315,0,0.829,0.0392,0.181,0.0152,NA,"K08602",0.98039985862394,1,FALSE,FALSE,FALSE,FALSE
"K05526",0.438,0,0.421,0.171,0.212,0.0568,NA,"K05526",0.900062766865927,1,FALSE,FALSE,FALSE,FALSE
"K06073",0.143,0,0.121,-0.509,0.327,0.109,NA,"K03632,K03633,K03804,K06073,K06074,K08154,K08722,K09907",0.687801152737752,1,FALSE,FALSE,FALSE,FALSE
"K00344",0.906,0,0.264,0.146,0.13,0.0787,NA,"K00344",0.814447319778189,1,FALSE,FALSE,FALSE,FALSE
"K21712",0.143,0,0.705,0.0509,0.134,0.0267,NA,"K21712",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K00425",0.975,0,0.409,-0.149,0.18,0.0582,NA,"K00425",0.893563612679114,1,FALSE,FALSE,FALSE,FALSE
"K00426",0.98,0,0.327,-0.206,0.21,0.0691,NA,"K00426",0.852310775637689,1,FALSE,FALSE,FALSE,FALSE
"K00424",0.365,0,0.161,-0.209,0.148,0.0987,NA,"K00424",0.715285714285714,1,FALSE,FALSE,FALSE,FALSE
"K03825",0.453,0,0.166,0.109,0.0781,0.0975,NA,"K03825",0.725905676855895,1,FALSE,FALSE,FALSE,FALSE
"K09941",0.271,0,0.0297,-0.416,0.19,0.153,NA,"K09941",0.376475696202532,1,FALSE,FALSE,FALSE,FALSE
"K08224",0.823,0,0.553,-0.0435,0.0733,0.0419,NA,"K08224",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K07043",0.527,0,0.828,-0.036,0.165,0.0153,NA,"K07043",0.98039985862394,1,FALSE,FALSE,FALSE,FALSE
"K06970",0.502,0,0.815,0.0373,0.159,0.0165,NA,"K06970",0.977414371257485,1,FALSE,FALSE,FALSE,FALSE
"K02656",0.458,0,0.038,-0.381,0.183,0.146,NA,"K02656",0.43062460496614,1,FALSE,FALSE,FALSE,FALSE
"K00651",0.478,0,0.00767,0.482,0.179,0.187,NA,"K00651",0.209532065217391,1,FALSE,FALSE,FALSE,FALSE
"K01258",0.433,0,0.475,-0.114,0.159,0.0505,NA,"K01258",0.921838808250573,1,FALSE,FALSE,FALSE,FALSE
"K07733",0.429,0,0.848,-0.00998,0.0519,0.0136,NA,"K07733",0.987475550405562,1,FALSE,FALSE,FALSE,FALSE
"K03630",0.872,0,0.389,0.237,0.274,0.0608,NA,"K03630",0.889784691136974,1,FALSE,FALSE,FALSE,FALSE
"K07451",0.355,0,0.394,-0.0424,0.0497,0.0602,NA,"K07451",0.889784691136974,1,FALSE,FALSE,FALSE,FALSE
"K07448",0.355,0,0.863,-0.00817,0.0472,0.0122,NA,"K07448",0.989755813953488,1,FALSE,FALSE,FALSE,FALSE
"K01153",0.502,0,0.371,-0.0412,0.046,0.0631,NA,"K01153",0.879989661654135,1,FALSE,FALSE,FALSE,FALSE
"K01154",0.527,0,0.815,-0.0112,0.0479,0.0165,NA,"K01154",0.977414371257485,1,FALSE,FALSE,FALSE,FALSE
"K03427",0.547,0,0.639,-0.0222,0.0473,0.0331,NA,"K03427",0.966608157099698,1,FALSE,FALSE,FALSE,FALSE
"K02651",0.542,0,0.79,-0.0233,0.0874,0.0188,NA,"K02651",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K02278",0.32,0,0.56,0.0659,0.113,0.0412,NA,"K02278",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K02279",0.527,0,0.702,-0.0338,0.0883,0.027,NA,"K02279",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K02280",0.458,0,0.3,0.104,0.0997,0.0731,NA,"K02280",0.839146436525612,1,FALSE,FALSE,FALSE,FALSE
"K02283",0.621,0,0.787,0.0263,0.0972,0.0191,NA,"K02283",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K12510",0.581,0,0.763,0.0264,0.0875,0.0213,NA,"K12510",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K12511",0.502,0,0.976,0.00243,0.0805,0.00213,NA,"K12511",0.995687041564792,1,FALSE,FALSE,FALSE,FALSE
"K12513",0.493,0,0.609,0.058,0.113,0.0361,NA,"K12513",0.957081920903955,1,FALSE,FALSE,FALSE,FALSE
"K03442",0.547,0,0.371,-0.116,0.13,0.0631,NA,"K03442",0.879989661654135,1,FALSE,FALSE,FALSE,FALSE
"K20534",0.542,0,0.632,-0.0389,0.0811,0.0338,NA,"K20534",0.962708853057499,1,FALSE,FALSE,FALSE,FALSE
"K16089",0.31,0,0.639,-0.0349,0.0743,0.0331,NA,"K16089",0.966608157099698,1,FALSE,FALSE,FALSE,FALSE
"K02014",0.744,0,0.36,0.308,0.336,0.0646,NA,"K02014,K02523,K03474,K03559,K03561,K03634,K04744,K05807,K06215,K06346,K06960,K06994,K07177,K07277,K08681,K09762,K09772",0.874585152838428,1,FALSE,FALSE,FALSE,FALSE
"K21088",0.128,0,0.362,-0.101,0.111,0.0643,NA,"K21088",0.877315585672798,1,FALSE,FALSE,FALSE,FALSE
"K03829",0.542,0,0.382,0.0807,0.0921,0.0617,NA,"K03829",0.887140074211503,1,FALSE,FALSE,FALSE,FALSE
"K13274",0.163,0,0.241,0.24,0.204,0.0826,NA,"K13274",0.802852295409182,1,FALSE,FALSE,FALSE,FALSE
"K06895",0.788,0,0.84,-0.0203,0.101,0.0143,NA,"K06895",0.984522471910112,1,FALSE,FALSE,FALSE,FALSE
"K00799",0.695,0,0.031,0.622,0.286,0.151,NA,"K00799,K11209",0.384200495049505,1,FALSE,FALSE,FALSE,FALSE
"K03547",0.803,0,0.653,-0.0509,0.113,0.0317,NA,"K03547",0.969623665480427,1,FALSE,FALSE,FALSE,FALSE
"K03546",0.675,0,0.705,0.049,0.129,0.0267,NA,"K03546",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K07178",0.502,0,0.873,0.0204,0.127,0.0113,NA,"K07178",0.991417761667422,1,FALSE,FALSE,FALSE,FALSE
"K06876",0.305,0,0.85,0.0139,0.0735,0.0134,NA,"K06876",0.987475550405562,1,FALSE,FALSE,FALSE,FALSE
"K25656",0.217,0,0.0768,-0.235,0.132,0.124,NA,"K25656",0.587447416413374,1,FALSE,FALSE,FALSE,FALSE
"K02362",0.35,0,0.0414,0.214,0.104,0.143,NA,"K02362",0.441042127659575,1,FALSE,FALSE,FALSE,FALSE
"K10829",0.291,0,0.552,0.0678,0.114,0.042,NA,"K10829",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K23227",0.355,0,0.934,0.00847,0.102,0.00587,NA,"K23227",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K23228",0.35,0,0.784,0.0272,0.0995,0.0193,NA,"K23228",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K06159",0.172,0,0.976,0.00348,0.116,0.00211,NA,"K06159",0.995687041564792,1,FALSE,FALSE,FALSE,FALSE
"K05375",0.369,0,0.321,0.0902,0.0906,0.0701,NA,"K05375",0.849047543581616,1,FALSE,FALSE,FALSE,FALSE
"K03896",0.207,0,0.257,0.131,0.115,0.0799,NA,"K03896",0.809307547169811,1,FALSE,FALSE,FALSE,FALSE
"K10531",0.187,0,0.205,0.133,0.105,0.0893,NA,"K10531",0.774316728624535,1,FALSE,FALSE,FALSE,FALSE
"K02445",0.296,0,0.466,-0.0852,0.117,0.0515,NA,"K02445",0.921509478672986,1,FALSE,FALSE,FALSE,FALSE
"K01126",0.847,0,0.153,-0.164,0.114,0.101,NA,"K01126",0.701789757412399,1,FALSE,FALSE,FALSE,FALSE
"K06940",0.64,0,0.997,-0.000469,0.129,0.000256,NA,"K06940",0.998797921247252,1,FALSE,FALSE,FALSE,FALSE
"K00633",0.0591,0,0.339,-0.121,0.127,0.0674,NA,"K00633",0.858559939301973,1,FALSE,FALSE,FALSE,FALSE
"K00661",0.591,0,0.966,0.00303,0.0708,0.00301,NA,"K00661",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K16317",0.0246,0,0.867,-0.0635,0.379,0.0118,NA,"K00702,K07457,K13062,K15850,K16317,K17108,K20956",0.989755813953488,1,FALSE,FALSE,FALSE,FALSE
"K07089",0.369,0,0.673,-0.0342,0.0809,0.0298,NA,"K07089",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K01096",0.138,0,0.353,-0.288,0.309,0.0655,NA,"K01096,K05775,K09998,K09999,K10000",0.868536117936118,1,FALSE,FALSE,FALSE,FALSE
"K07118",0.626,0,0.948,0.00444,0.0675,0.00464,NA,"K07118",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K07275",0.655,0,0.412,-0.118,0.144,0.0579,NA,"K07275",0.893797227036395,1,FALSE,FALSE,FALSE,FALSE
"K00975",0.665,0,0.0273,0.245,0.11,0.155,NA,"K00975",0.36198364116095,1,FALSE,FALSE,FALSE,FALSE
"K02042",0.532,0,0.916,0.00915,0.0868,0.00744,NA,"K02042",0.993374918778428,1,FALSE,FALSE,FALSE,FALSE
"K02041",0.517,0,0.872,-0.0138,0.0852,0.0114,NA,"K02041",0.990720217835262,1,FALSE,FALSE,FALSE,FALSE
"K02044",0.567,0,0.516,0.0512,0.0786,0.0458,NA,"K02044",0.933723165883629,1,FALSE,FALSE,FALSE,FALSE
"K10126",0.438,0,0.0345,0.28,0.132,0.148,NA,"K10126",0.40549647887324,1,FALSE,FALSE,FALSE,FALSE
"K19802",0.414,0,0.112,-0.146,0.0913,0.112,NA,"K19802",0.687801152737752,1,FALSE,FALSE,FALSE,FALSE
"K26272",0.133,0,0.124,-0.149,0.0967,0.108,NA,"K26272",0.687801152737752,1,FALSE,FALSE,FALSE,FALSE
"K03315",0.325,0,0.213,-0.154,0.123,0.0877,NA,"K03315",0.780168983174835,1,FALSE,FALSE,FALSE,FALSE
"K14155",0.502,0,0.755,0.0373,0.119,0.022,NA,"K14155",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K16924",0.069,0,0.947,-0.0136,0.205,0.00468,NA,"K16924",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K01552",0.261,0,0.85,0.0275,0.146,0.0133,NA,"K01552",0.987475550405562,1,FALSE,FALSE,FALSE,FALSE
"K16785",0.271,0,0.634,0.0854,0.179,0.0336,NA,"K16785",0.963995748557546,1,FALSE,FALSE,FALSE,FALSE
"K00700",0.857,0,0.173,0.132,0.0965,0.096,NA,"K00700",0.734699745547074,1,FALSE,FALSE,FALSE,FALSE
"K00705",0.576,0,0.411,0.0876,0.106,0.058,NA,"K00705",0.893563612679114,1,FALSE,FALSE,FALSE,FALSE
"K00688",0.778,0,0.0468,0.221,0.111,0.14,NA,"K00688",0.467719760479042,1,FALSE,FALSE,FALSE,FALSE
"K03556",0.369,0,0.813,0.0214,0.0904,0.0167,NA,"K03556",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K08974",0.158,0,0.0546,-0.269,0.139,0.135,NA,"K08974",0.49797386569873,1,FALSE,FALSE,FALSE,FALSE
"K07152",0.768,0,0.283,0.232,0.215,0.0757,NA,"K07152",0.82239175856065,1,FALSE,FALSE,FALSE,FALSE
"K09796",0.616,0,0.105,0.283,0.173,0.114,NA,"K09796",0.681003886010363,1,FALSE,FALSE,FALSE,FALSE
"K06949",0.916,0,0.516,0.101,0.155,0.0458,NA,"K06949",0.933723165883629,1,FALSE,FALSE,FALSE,FALSE
"K07862",0.394,0,0.577,0.0848,0.152,0.0394,NA,"K07862",0.95096741277156,1,FALSE,FALSE,FALSE,FALSE
"K07126",0.635,0,0.848,0.0184,0.0961,0.0135,NA,"K07126",0.987475550405562,1,FALSE,FALSE,FALSE,FALSE
"K13041",0.0493,0,0.857,-0.0443,0.245,0.0128,NA,"K08357,K08358,K08359,K13040,K13041",0.988709447004608,1,FALSE,FALSE,FALSE,FALSE
"K19713",0.064,0,0.484,0.093,0.133,0.0494,NA,"K19713",0.922141552511415,1,FALSE,FALSE,FALSE,FALSE
"K11249",0.537,0,0.968,0.00459,0.115,0.00282,NA,"K11249",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K01200",0.217,0,0.649,0.0539,0.118,0.0321,NA,"K01200",0.969434069212411,1,FALSE,FALSE,FALSE,FALSE
"K02024",0.251,0,0.237,0.146,0.123,0.0833,NA,"K02024",0.8009859437751,1,FALSE,FALSE,FALSE,FALSE
"K06967",0.35,0,0.0423,0.339,0.166,0.143,NA,"K06967",0.444016981132075,1,FALSE,FALSE,FALSE,FALSE
"K03778",0.493,0,0.313,0.128,0.127,0.0712,NA,"K03778",0.841670784103115,1,FALSE,FALSE,FALSE,FALSE
"K03781",0.951,0,0.562,-0.0802,0.138,0.041,NA,"K03781",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K00865",0.729,0,0.76,0.0382,0.125,0.0215,NA,"K00865",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K03299",0.759,0,0.233,0.091,0.0761,0.084,NA,"K03299",0.8009859437751,1,FALSE,FALSE,FALSE,FALSE
"K22131",0.202,0,0.336,0.0883,0.0916,0.0679,NA,"K22131",0.855723296032553,1,FALSE,FALSE,FALSE,FALSE
"K01816",0.606,0,0.443,0.0785,0.102,0.0541,NA,"K01816",0.908503473641193,1,FALSE,FALSE,FALSE,FALSE
"K22130",0.251,0,0.149,0.1,0.0691,0.102,NA,"K21948,K22130",0.697236448598131,1,FALSE,FALSE,FALSE,FALSE
"K08319",0.197,0,0.116,0.139,0.0882,0.111,NA,"K08319",0.687801152737752,1,FALSE,FALSE,FALSE,FALSE
"K13652",0.296,0,0.0746,-0.158,0.0884,0.125,NA,"K13652",0.580905443234837,1,FALSE,FALSE,FALSE,FALSE
"K09927",0.68,0,0.694,-0.0403,0.102,0.0278,NA,"K09927",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K07168",0.635,0,0.013,0.207,0.0825,0.174,NA,"K07168",0.257116216216216,1,FALSE,FALSE,FALSE,FALSE
"K03325",0.512,0,0.181,-0.0949,0.0708,0.0942,NA,"K03325",0.745898765432099,1,FALSE,FALSE,FALSE,FALSE
"K07793",0.719,0,0.321,0.0788,0.0791,0.0701,NA,"K07793",0.849047543581616,1,FALSE,FALSE,FALSE,FALSE
"K07795",0.768,0,0.711,0.0299,0.0805,0.0262,NA,"K07795",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K16514",0.325,0,0.547,-0.0373,0.0618,0.0425,NA,"K16514",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K07774",0.453,0,0.401,0.0716,0.085,0.0593,NA,"K07774",0.891962239004887,1,FALSE,FALSE,FALSE,FALSE
"K02440",0.542,0,0.129,0.163,0.107,0.107,NA,"K02440",0.687801152737752,1,FALSE,FALSE,FALSE,FALSE
"K00864",0.936,0,0.68,0.0547,0.133,0.0291,NA,"K00864",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K02444",0.532,0,0.151,0.248,0.172,0.101,NA,"K02444",0.700052777777778,1,FALSE,FALSE,FALSE,FALSE
"K07485",0.182,0,0.769,-0.0192,0.0653,0.0207,NA,"K07485",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K00111",0.951,0,0.491,0.104,0.151,0.0486,NA,"K00111",0.922836711711712,1,FALSE,FALSE,FALSE,FALSE
"K09794",0.581,0,0.0274,0.311,0.14,0.155,NA,"K09794",0.36198364116095,1,FALSE,FALSE,FALSE,FALSE
"K25316",0.502,0,0.738,0.0318,0.0949,0.0236,NA,"K25316",0.975729793356003,1,FALSE,FALSE,FALSE,FALSE
"K01779",0.719,0,0.735,0.0212,0.0626,0.0239,NA,"K01779",0.974356632247816,1,FALSE,FALSE,FALSE,FALSE
"K09021",0.217,0,0.0561,-0.256,0.133,0.134,NA,"K09021",0.507026534296029,1,FALSE,FALSE,FALSE,FALSE
"K13252",0.0197,0,0.944,0.016,0.228,0.00494,NA,"K13252",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K10536",0.527,0,0.765,-0.0248,0.0829,0.0211,NA,"K10536",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K20265",0.148,0,0.604,0.0771,0.148,0.0366,NA,"K20265",0.957012260295505,1,FALSE,FALSE,FALSE,FALSE
"K01130",0.389,0,0.975,-0.0021,0.0676,0.0022,NA,"K01130",0.995681215582296,1,FALSE,FALSE,FALSE,FALSE
"K24118",0.0887,0,0.769,0.0349,0.119,0.0208,NA,"K24118",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K06076",0.665,0,0.263,0.238,0.212,0.0789,NA,"K06076",0.814447319778189,1,FALSE,FALSE,FALSE,FALSE
"K19285",0.236,0,0.727,0.047,0.135,0.0246,NA,"K19285",0.973435372340426,1,FALSE,FALSE,FALSE,FALSE
"K06132",0.591,0,0.0577,0.221,0.116,0.133,NA,"K06132",0.51864623655914,1,FALSE,FALSE,FALSE,FALSE
"K19577",0.877,0,0.56,-0.0456,0.078,0.0412,NA,"K19577",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K03487",0.113,0,0.493,-0.139,0.203,0.0483,NA,"K03487",0.923821482035928,1,FALSE,FALSE,FALSE,FALSE
"K01223",0.261,0,0.33,0.149,0.153,0.0687,NA,"K01223",0.854348500517063,1,FALSE,FALSE,FALSE,FALSE
"K28433",0.266,0,0.247,-0.156,0.135,0.0816,NA,"K28433",0.805162109375,1,FALSE,FALSE,FALSE,FALSE
"K25227",0.365,0,0.481,0.0492,0.0697,0.0498,NA,"K25227",0.921838808250573,1,FALSE,FALSE,FALSE,FALSE
"K16869",0.429,0,0.676,-0.0572,0.137,0.0295,NA,"K16869",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K07261",0.266,0,0.714,0.0548,0.15,0.0258,NA,"K07261",0.971062753583987,1,FALSE,FALSE,FALSE,FALSE
"K08303",0.557,0,0.174,0.208,0.153,0.0958,NA,"K08303",0.737071065989848,1,FALSE,FALSE,FALSE,FALSE
"K03554",0.532,0,0.905,-0.0292,0.245,0.0084,NA,"K03554",0.992842900964067,1,FALSE,FALSE,FALSE,FALSE
"K07636",0.803,0,0.262,-0.15,0.133,0.0791,NA,"K07636",0.814297951582868,1,FALSE,FALSE,FALSE,FALSE
"K02040",0.975,0,0.825,0.0745,0.337,0.0156,NA,"K02040,K19714,K19715",0.98039985862394,1,FALSE,FALSE,FALSE,FALSE
"K01524",0.906,0,0.396,-0.206,0.242,0.0599,NA,"K01524",0.889784691136974,1,FALSE,FALSE,FALSE,FALSE
"K00937",0.862,0,0.76,-0.0378,0.124,0.0215,NA,"K00937",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K02037",0.946,0,0.445,0.275,0.359,0.0539,NA,"K00943,K00995,K02036,K02037,K02038,K03086,K03431,K03789,K04042,K04516,K07738,K13043,K15862,K16363",0.908692903752039,1,FALSE,FALSE,FALSE,FALSE
"K02039",0.921,0,0.0803,0.51,0.29,0.123,NA,"K02039",0.598306696428571,1,FALSE,FALSE,FALSE,FALSE
"K06201",0.517,0,0.939,-0.0069,0.0904,0.00538,NA,"K06201",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
"K03386",0.458,0,0.789,0.0304,0.113,0.0189,NA,"K03386",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K04767",0.182,0,0.606,-0.113,0.219,0.0364,NA,"K04767",0.957012260295505,1,FALSE,FALSE,FALSE,FALSE
"K07568",0.872,0,0.0796,0.572,0.324,0.123,NA,"K07568",0.595608805970149,1,FALSE,FALSE,FALSE,FALSE
"K00773",0.951,0,0.899,0.0355,0.278,0.00899,NA,"K00773",0.992180622533976,1,FALSE,FALSE,FALSE,FALSE
"K03072",0.788,0,0.344,0.246,0.259,0.0668,NA,"K03072",0.863189835575486,1,FALSE,FALSE,FALSE,FALSE
"K03074",0.764,0,0.106,0.214,0.132,0.114,NA,"K03074",0.684828387096774,1,FALSE,FALSE,FALSE,FALSE
"K01092",0.956,0,0.78,0.0839,0.3,0.0197,NA,"K00099,K00147,K00919,K00931,K01092,K03526,K03527",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K15396",0.448,0,0.463,0.153,0.208,0.0518,NA,"K15396",0.920302104009528,1,FALSE,FALSE,FALSE,FALSE
"K13643",0.547,0,0.552,0.144,0.241,0.042,NA,"K13643",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K04487",0.966,0,0.553,0.223,0.375,0.0419,NA,"K04487",0.949517436067752,1,FALSE,FALSE,FALSE,FALSE
"K04488",0.709,0,0.167,-0.194,0.14,0.0974,NA,"K04488",0.72710347826087,1,FALSE,FALSE,FALSE,FALSE
"K13628",0.586,0,0.399,-0.125,0.148,0.0595,NA,"K13628",0.891076271186441,1,FALSE,FALSE,FALSE,FALSE
"K04082",0.473,0,0.0975,-0.252,0.152,0.117,NA,"K04044,K04082",0.659706081081081,1,FALSE,FALSE,FALSE,FALSE
"K04755",0.606,0,0.772,0.0319,0.11,0.0205,NA,"K04755",0.976419045334613,1,FALSE,FALSE,FALSE,FALSE
"K07751",0.232,0,0.385,-0.24,0.276,0.0612,NA,"K03645,K03840,K05368,K05803,K07479,K07648,K07751,K07773,K09894,K09899,K13498,K14187,K15723,K18657,K19229,K19230",0.889784691136974,1,FALSE,FALSE,FALSE,FALSE
"K06941",0.926,0,0.582,0.0795,0.144,0.0388,NA,"K06941",0.953558246073298,1,FALSE,FALSE,FALSE,FALSE
"K15539",0.714,0,0.0785,0.392,0.222,0.124,NA,"K15539",0.595529545454545,1,FALSE,FALSE,FALSE,FALSE
"K17713",0.606,0,0.381,0.226,0.257,0.0618,NA,"K17713",0.886874476987448,1,FALSE,FALSE,FALSE,FALSE
"K11959",0.562,0,0.931,-0.0105,0.121,0.00609,NA,"K11959,K11960,K11961,K11962",0.994829403321714,1,FALSE,FALSE,FALSE,FALSE
